service_date,vehicle_id,route_id,direction_id,trip_id,stop_id,stop_sequence,scheduled_arrival_time,scheduled_departure_time,actual_arrival_time,actual_departure_time,stop_type,apc_ons,apc_offs,apc_load,lift,longitude,latitude,shape_dist_traveled
20250806,4221,72,1,24345433,60,25,14:43:11,14:43:11,14:45:18,14:45:18,4,0,0,8,,-122.64069166666667,45.55905833333333,21896.32616
20250806,4221,72,1,24345433,63,26,14:43:58,14:43:58,14:45:38,14:45:38,4,0,0,8,,-122.638195,45.55905333333333,22677.16608
20250806,4221,72,1,24345433,11722,27,14:44:45,14:44:45,14:46:19,14:46:19,4,0,0,8,,-122.63477166666667,45.559216666666664,23454.725159999998
20250806,4221,72,1,24345433,7327,28,14:45:39,14:45:39,14:46:57,14:46:57,4,0,0,8,,-122.634885,45.561611666666664,24343.8328
20250806,4221,72,1,24345433,7329,29,14:46:06,14:46:06,14:47:22,14:47:22,4,0,0,8,,-122.63479833333334,45.562738333333336,24783.46536
20250806,4221,72,1,24345433,3191,30,14:47:19,14:47:19,14:47:55,14:48:51,0,0,1,7,,-122.63086833333334,45.56270166666667,25990.81448
20250806,4221,72,1,24345433,3193,31,14:47:43,14:47:43,14:49:05,14:49:05,4,0,0,7,,-122.62917833333333,45.562718333333336,26387.79612
20250806,4221,72,1,24345433,3195,32,14:48:08,14:48:08,14:49:18,14:49:18,4,0,0,7,,-122.62749,45.56273,26912.73052
20250806,4221,72,1,24345433,3198,33,14:48:48,14:48:48,14:49:39,14:49:39,4,0,0,7,,-122.62423333333334,45.562758333333335,27726.37884
20250806,4221,72,1,24345433,3199,34,14:49:33,14:49:33,14:50:05,14:50:47,0,0,3,4,,-122.62066333333334,45.562776666666664,28651.57572
20250806,4221,72,1,24345433,3144,35,14:50:24,14:50:24,14:51:19,14:51:31,0,1,0,5,,-122.61596166666666,45.562713333333335,29694.88284
20250806,4221,72,1,24345433,3204,36,14:51:47,14:51:47,14:52:15,14:52:15,4,0,0,5,,-122.60977166666666,45.56272333333333,31400.91964
20250806,4221,72,1,24345433,14181,37,14:52:50,14:52:50,14:52:44,14:52:44,4,0,0,5,,-122.60428,45.56272166666667,32703.41312
20250806,4221,72,1,24345433,3146,38,14:53:30,14:53:30,14:53:05,14:54:01,0,1,1,5,,-122.60101,45.56270166666667,33517.06144
20250806,4221,72,1,24345433,3148,39,14:54:16,14:54:16,14:54:27,14:54:27,4,0,0,5,,-122.59728833333334,45.56270833333333,34478.34756
20250806,4221,72,1,24345433,10600,40,14:55:00,14:55:00,14:54:52,14:55:19,0,7,0,12,,-122.593905,45.562648333333335,35374.01688
20250806,4221,72,1,24345433,3211,41,14:56:25,14:56:25,14:56:20,14:56:20,4,0,0,12,,-122.58762666666667,45.56259166666667,36840.55236
20250806,4221,72,1,24345433,3186,42,14:57:42,14:57:42,14:56:54,14:56:54,4,0,0,12,,-122.58284833333333,45.562598333333334,38185.69676
20250806,4221,72,1,24345433,3185,43,14:58:32,14:58:32,14:57:14,15:00:50,0,1,1,12,,-122.579605,45.562565,39048.55768
20250806,4221,72,1,24345433,8889,44,14:59:41,14:59:41,15:01:31,15:01:31,4,0,0,12,,-122.57862666666666,45.55954833333333,40252.62596
20250806,4221,72,1,24345433,8064,45,15:00:14,15:00:14,15:01:48,15:02:03,0,0,1,11,,-122.578665,45.558324999999996,40823.49212
20250806,4221,72,1,24345433,8025,46,15:01:25,15:01:25,15:02:57,15:03:15,0,2,0,13,,-122.57872,45.55497833333333,42050.52628
20250806,4221,72,1,24345433,8038,47,15:02:12,15:02:12,15:03:38,15:04:57,0,3,0,16,,-122.57876666666667,45.55268,42864.1746
20250806,4221,72,1,24345433,7934,48,15:03:15,15:03:15,15:05:29,15:05:46,0,1,0,17,,-122.57882666666667,45.54976666666666,43946.8518
20250806,4221,72,1,24345433,7966,49,15:03:43,15:03:43,15:06:00,15:06:16,0,1,1,17,,-122.57885166666667,45.548386666666666,44438.9778
20250806,4221,72,1,24345433,7992,50,15:04:24,15:04:24,15:06:35,15:06:35,4,0,0,17,,-122.57888,45.546553333333335,45154.20092
20250806,4221,72,1,24345433,,,,,15:06:55,15:07:18,3,0,0,17,,-122.57892,45.54472333333333,
20250806,4221,72,1,24345433,8045,51,15:05:01,15:05:01,15:07:29,15:07:29,4,0,0,17,,-122.57892333333334,45.54450333333333,45787.40304
20250806,4221,72,1,24345433,8002,52,15:05:51,15:05:51,15:07:47,15:07:47,4,0,0,17,,-122.57896166666667,45.542271666666664,46663.38732
20250806,4221,72,1,24345433,8035,53,15:07:04,15:07:04,15:08:21,15:08:21,4,0,0,17,,-122.57902166666666,45.53874833333333,47923.22988
20250806,4221,72,1,24345433,8056,54,15:07:34,15:07:34,15:08:38,15:09:18,0,2,0,19,,-122.57906,45.53742,48448.16428
20250806,4221,72,1,24345433,8043,55,15:08:06,15:08:06,15:09:37,15:09:37,4,0,0,19,,-122.57908833333333,45.535943333333336,49002.62624
20250806,4221,72,1,24345433,,,,,15:10:05,15:10:20,3,0,0,19,,-122.57912,45.534195,
20250806,4221,72,1,24345433,8000,56,15:09:00,15:11:00,15:10:39,15:11:45,0,2,0,21,,-122.579135,45.53337,49937.66564
20250806,4221,72,1,24345433,7978,57,15:11:51,15:11:51,15:12:15,15:12:32,0,1,2,20,,-122.57913833333333,45.530998333333336,50787.4032
20250806,4221,72,1,24345433,7932,58,15:12:34,15:12:34,15:12:50,15:12:50,4,0,0,20,,-122.57914333333333,45.52892666666666,51502.62632
20250806,4221,72,1,24345433,7973,59,15:13:28,15:13:28,15:13:13,15:13:59,0,0,1,19,,-122.57914833333334,45.526808333333335,52408.13816
20250806,4221,72,1,24345433,7956,60,15:14:08,15:14:08,15:14:20,15:14:33,0,0,1,18,,-122.57915,45.524735,53074.14868
20250806,4221,72,1,24345433,7937,61,15:14:47,15:14:47,15:14:54,15:15:45,0,0,2,16,,-122.57915166666666,45.52292166666667,53733.59752
20250806,4221,72,1,24345433,7931,62,15:15:32,15:15:32,15:16:09,15:16:26,0,0,1,15,,-122.57916166666666,45.52086166666667,54478.3482
20250806,4221,72,1,24345433,8048,63,15:16:07,15:16:07,15:16:46,15:17:39,0,2,2,15,,-122.57917,45.51931166666667,55055.77604
20250806,4221,72,1,24345433,7929,64,15:16:40,15:16:40,15:17:55,15:17:55,4,0,0,15,,-122.579075,45.517555,55603.67632
20250806,4221,72,1,24345433,8066,65,15:17:20,15:17:20,15:18:16,15:18:16,4,0,0,15,,-122.57897166666666,45.51569166666667,56279.52936
20250806,4221,72,1,24345433,8004,66,15:18:10,15:18:10,15:18:38,15:18:38,4,0,0,15,,-122.57885333333333,45.51358,57106.30104
20250806,4221,72,1,24345433,7980,67,15:18:36,15:18:36,15:18:50,15:18:50,4,0,0,15,,-122.57877166666667,45.5121,57552.49528
20250806,4221,72,1,24345433,8008,68,15:19:34,15:19:34,15:19:12,15:19:12,4,1,1,15,,-122.57876,45.50968666666667,58517.06224
20250806,4221,72,1,24345433,,,,,15:19:33,15:19:55,2,0,0,15,,-122.57877333333333,45.50794333333333,
20250806,4221,72,1,24345433,7923,69,15:20:32,15:20:32,15:20:34,15:20:34,4,0,0,15,,-122.57864000000001,45.50684833333333,59478.348359999996
20250806,4221,72,1,24345433,7958,70,15:21:18,15:21:18,15:21:09,15:21:09,4,0,0,15,,-122.578645,45.504828333333336,60242.78408
20250806,4221,72,1,24345433,7948,71,15:22:00,15:22:00,15:21:32,15:21:32,4,0,0,15,,-122.57872,45.50283833333334,60944.88384
20250806,4221,72,1,24345433,8062,72,15:23:39,15:23:39,15:21:55,15:21:55,4,0,0,15,,-122.5788,45.500681666666665,61669.94948
20250806,4221,72,1,24345433,8053,73,15:24:28,15:24:28,15:22:11,15:22:11,4,0,0,15,,-122.57876666666667,45.49973166666667,62030.84188
20250806,4221,72,1,24345433,,,,,15:22:41,15:23:25,2,0,0,15,,-122.57882166666667,45.49787166666667,
20250806,4221,72,1,24345433,8024,74,15:27:00,15:27:00,15:23:46,15:27:24,0,2,7,10,,-122.57887166666667,45.49713,63149.60832
20250806,4221,72,1,24345433,13707,75,15:28:37,15:28:37,15:27:59,15:28:15,0,1,0,11,,-122.57888166666666,45.4937,64458.66348
20250806,4221,72,1,24345433,8237,76,15:29:14,15:29:14,15:28:36,15:28:45,0,1,0,12,,-122.57890666666667,45.492203333333336,64957.35116
20250806,4221,72,1,24345433,7986,77,15:30:00,15:30:00,15:29:09,15:30:08,0,2,3,11,,-122.57897666666666,45.490525,65577.42992
20250806,4221,72,1,24345433,8041,78,15:30:53,15:30:53,15:30:32,15:30:32,4,0,0,11,,-122.578955,45.48826833333333,66450.13335999999
20250806,4221,72,1,24345433,8030,79,15:31:24,15:31:24,15:30:47,15:30:47,4,0,0,11,,-122.57898166666666,45.48668833333333,66961.9444
20250806,4221,72,1,24345433,8009,80,15:32:03,15:32:03,15:31:03,15:31:03,4,0,0,11,,-122.579015,45.485063333333336,67604.98904
20250806,4221,72,1,24345433,7965,81,15:32:32,15:32:32,15:31:20,15:31:34,0,0,2,9,,-122.57907333333333,45.483653333333336,68077.43
20250806,4221,72,1,24345433,8028,82,15:33:29,15:33:29,15:32:05,15:32:05,4,0,0,9,,-122.57909166666667,45.48085833333333,69012.4694
20250806,4221,72,1,24345433,8060,83,15:34:01,15:34:01,15:32:22,15:32:22,4,0,0,9,,-122.57911333333334,45.47961333333333,69534.12296
20250806,4221,72,1,24345433,8058,84,15:34:41,15:34:41,15:32:38,15:32:38,4,0,0,9,,-122.579145,45.47796,70187.01012
20250806,4221,72,1,24345433,7961,85,15:35:30,15:35:30,15:33:02,15:36:00,0,2,2,9,,-122.57924333333334,45.475656666666666,70994.09676
20250806,4221,72,1,24345433,7950,86,15:36:12,15:36:12,15:36:20,15:36:37,0,0,0,9,,-122.57918166666667,45.473825,71686.354
20250806,4221,72,1,24345433,8013,87,15:37:17,15:37:17,15:37:03,15:37:15,0,0,1,8,,-122.579165,45.47110833333333,72755.90784
20250806,4221,72,1,24345433,7963,88,15:38:00,15:38:00,15:37:40,15:37:54,0,1,0,9,,-122.57915833333334,45.46888333333333,73458.0076
20250806,4221,72,1,24345433,7994,89,15:38:40,15:38:40,15:38:11,15:38:11,4,0,0,9,,-122.579125,45.46707,74130.57979999999
20250806,4221,72,1,24345433,7954,90,15:39:43,15:39:43,15:38:39,15:39:43,0,3,2,10,,-122.57915666666666,45.464185,75167.32524
20250806,4221,72,1,24345433,7945,91,15:40:38,15:40:38,15:40:14,15:40:14,4,0,0,10,,-122.57915,45.461666666666666,76095.80296
20250806,4221,72,1,24345433,,,,,15:40:40,15:40:57,2,0,0,10,,-122.57918666666667,45.45910166666667,
20250806,4221,72,1,24345433,7996,92,15:41:47,15:41:47,15:41:13,15:41:37,0,4,2,12,,-122.57919833333334,45.45851,77247.3778
20250806,4221,72,1,24345433,7988,93,15:42:33,15:42:33,15:41:56,15:41:56,4,0,0,12,,-122.579225,45.456365,78011.81352
20250806,4221,72,1,24345433,8018,94,15:43:17,15:43:17,15:42:13,15:42:13,4,0,0,12,,-122.57923833333334,45.45447,78746.72168
20250806,4221,72,1,24345433,8016,95,15:44:33,15:44:33,15:43:02,15:43:24,0,0,2,10,,-122.5792,45.45094,80013.12592
20250806,4221,72,1,24345433,,,,,15:44:06,15:45:18,3,0,0,10,,-122.579015,45.447163333333336,
20250806,4221,72,1,24345433,7990,96,15:46:08,15:46:08,15:45:31,15:45:49,0,0,3,7,,-122.57905166666667,45.44668,81594.4908
20250806,4221,72,1,24345433,7921,97,15:46:59,15:46:59,15:46:24,15:46:39,0,0,1,6,,-122.57903833333333,45.444143333333336,82457.35172
20250806,4221,72,1,24345433,7942,98,15:47:58,15:47:58,15:47:04,15:47:04,4,0,0,6,,-122.57897833333334,45.441135,83428.48036
20250806,4221,72,1,24345433,,,,,15:47:31,15:48:58,3,0,0,6,,-122.57897333333334,45.438805,
20250806,4221,72,1,24345433,12921,99,15:51:00,15:51:00,15:50:29,15:51:22,0,0,2,4,,-122.57357666666667,45.43734166666667,86469.81904
20250806,4221,72,1,24345433,13247,100,15:53:47,15:53:47,15:53:05,15:53:49,0,0,3,1,,-122.56824666666667,45.435565,88336.617
20250806,4221,72,1,24345433,13248,101,15:55:00,15:55:00,15:54:00,15:54:00,0,0,1,0,,-122.568228,45.43592,89150.26532
20250806,4221,72,0,24345434,13248,0,16:23:00,16:23:00,16:23:58,16:23:58,0,2,0,2,,-122.56857666666667,45.435725,0.0
20250806,4221,72,0,24345434,12922,1,16:26:00,16:26:00,16:25:53,16:26:47,0,6,0,8,,-122.57373833333334,45.437466666666666,1984.9082
20250806,4221,72,0,24345434,,,,,16:27:19,16:27:55,3,0,0,8,,-122.57564333333333,45.43806,
20250806,4221,72,0,24345434,,,,,16:28:24,16:29:20,3,0,0,8,,-122.577605,45.43832666666667,
20250806,4221,72,0,24345434,7941,2,16:28:42,16:28:42,16:30:10,16:30:30,0,1,1,8,,-122.57879333333334,45.441001666666665,4662.07364
20250806,4221,72,0,24345434,7920,3,16:29:40,16:29:40,16:30:56,16:31:27,0,2,1,9,,-122.578775,45.443601666666666,5610.2364
20250806,4221,72,0,24345434,7918,4,16:31:03,16:31:03,16:32:08,16:32:24,0,1,1,9,,-122.57880166666666,45.447318333333335,6978.34668
20250806,4221,72,0,24345434,14028,5,16:32:08,16:32:08,16:32:58,16:33:19,0,1,1,9,,-122.57894,45.45035166666667,8057.74304
20250806,4221,72,0,24345434,,,,,16:34:13,16:34:34,3,0,0,9,,-122.57901166666667,45.454123333333335,
20250806,4221,72,0,24345434,8017,6,16:33:43,16:33:43,16:34:47,16:35:09,0,0,2,7,,-122.57900166666667,45.454571666666666,9616.14204
20250806,4221,72,0,24345434,7995,7,16:35:14,16:35:14,16:35:49,16:35:49,4,0,0,7,,-122.57900166666667,45.45887,11128.60928
20250806,4221,72,0,24345434,7946,8,16:36:10,16:36:10,16:36:13,16:36:13,4,0,0,7,,-122.57897166666666,45.46170166666667,12053.80616
20250806,4221,72,0,24345434,7953,9,16:37:27,16:37:27,16:37:06,16:37:06,4,0,0,7,,-122.57896833333334,45.46519833333333,13313.64872
20250806,4221,72,0,24345434,7993,10,16:38:17,16:38:17,16:37:27,16:37:57,0,0,1,6,,-122.57896666666667,45.46704,14143.70124
20250806,4221,72,0,24345434,7962,11,16:39:00,16:39:00,16:38:21,16:38:59,0,0,0,6,,-122.578975,45.46898,14852.36268
20250806,4221,72,0,24345434,7982,12,16:40:07,16:40:07,16:39:28,16:39:53,0,5,0,11,,-122.57898333333333,45.47120666666667,15666.011
20250806,4221,72,0,24345434,7970,13,16:41:29,16:41:29,16:40:23,16:40:23,4,0,0,11,,-122.57899333333333,45.47373833333333,16643.70132
20250806,4221,72,0,24345434,7960,14,16:42:24,16:42:24,16:40:44,16:40:44,4,0,0,11,,-122.57900166666667,45.475611666666666,17316.27352
20250806,4221,72,0,24345434,8057,15,16:43:19,16:43:19,16:41:03,16:41:03,4,0,0,11,,-122.57897166666666,45.47749833333334,17975.72236
20250806,4221,72,0,24345434,,,,,16:41:30,16:41:49,3,0,0,11,,-122.578945,45.479126666666666,
20250806,4221,72,0,24345434,8059,16,16:44:12,16:44:12,16:41:59,16:41:59,4,0,0,11,,-122.57894333333333,45.479225,18612.20532
20250806,4221,72,0,24345434,8027,17,16:45:04,16:45:04,16:42:20,16:42:20,4,0,0,11,,-122.57891,45.481188333333336,19242.1266
20250806,4221,72,0,24345434,,,,,16:42:44,16:43:19,3,0,0,11,,-122.57888666666666,45.482371666666666,
20250806,4221,72,0,24345434,7964,18,16:46:13,16:46:13,16:43:41,16:45:40,0,2,1,12,,-122.57887166666667,45.48325166666667,20075.45996
20250806,4221,72,0,24345434,8029,19,16:47:27,16:47:27,16:46:14,16:46:31,0,1,0,13,,-122.57882833333333,45.485715,20967.84844
20250806,4221,72,0,24345434,8040,20,16:48:42,16:48:42,16:47:04,16:47:04,4,0,0,13,,-122.57875833333334,45.48849166666667,21873.36028
20250806,4221,72,0,24345434,7984,21,16:50:00,16:50:00,16:47:45,16:50:04,0,0,1,12,,-122.57870666666666,45.49077166666667,22811.680519999998
20250806,4221,72,0,24345434,7935,22,16:50:42,16:50:42,16:50:24,16:50:24,4,0,0,12,,-122.57870833333334,45.49234333333333,23408.7934
20250806,4221,72,0,24345434,7943,23,16:51:21,16:51:21,16:50:42,16:50:42,4,0,0,12,,-122.57869,45.494175,23976.37872
20250806,4221,72,0,24345434,8031,24,16:51:56,16:51:56,16:50:57,16:50:57,4,0,1,11,,-122.57867666666667,45.49556333333334,24475.0664
20250806,4221,72,0,24345434,,,,,16:51:15,16:52:39,2,0,0,11,,-122.57866166666666,45.49668833333333,
20250806,4221,72,0,24345434,8023,25,16:53:00,16:53:00,16:53:09,16:53:32,0,1,6,6,,-122.57862166666666,45.49780333333333,25383.85908
20250806,4221,72,0,24345434,,,,,16:54:07,16:54:23,3,0,0,6,,-122.57864333333333,45.499761666666664,
20250806,4221,72,0,24345434,8052,26,16:53:24,16:53:24,16:54:52,16:54:52,4,0,0,6,,-122.57864166666667,45.50029333333333,26161.41816
20250806,4221,72,0,24345434,,,,,16:55:02,16:57:05,3,0,0,6,,-122.57864000000001,45.50066,
20250806,4221,72,0,24345434,,,,,16:57:16,16:58:06,2,0,0,6,,-122.57864166666667,45.500865,
20250806,4221,72,0,24345434,8061,27,16:53:39,16:53:39,16:58:34,16:59:34,0,1,0,7,,-122.57868166666667,45.501203333333336,26656.825
20250806,4221,72,0,24345434,,,,,17:00:08,17:00:18,3,0,0,7,,-122.57862166666666,45.50320333333333,
20250806,4221,72,0,24345434,7947,28,16:54:00,16:54:00,17:00:24,17:00:24,4,0,0,7,,-122.57862166666666,45.50324333333333,27326.11636
20250806,4221,72,0,24345434,,,,,17:00:45,17:01:32,3,0,0,7,,-122.57862166666666,45.503955,
20250806,4221,72,0,24345434,7957,29,16:54:46,16:54:46,17:01:57,17:02:18,0,5,0,12,,-122.57862333333334,45.50509666666667,28047.90116
20250806,4221,72,0,24345434,12755,30,16:55:58,16:55:58,17:03:13,17:03:13,4,0,0,12,,-122.57862666666666,45.508201666666665,29156.82508
20250806,4221,72,0,24345434,8007,31,16:56:51,16:56:51,17:03:35,17:03:35,4,0,0,12,,-122.57862833333333,45.510335,29986.8776
20250806,4221,72,0,24345434,7979,32,16:57:26,16:57:26,17:03:48,17:03:48,4,0,0,12,,-122.57862333333334,45.51188666666667,30518.37368
20250806,4221,72,0,24345434,8037,33,16:58:16,16:58:16,17:04:06,17:04:06,4,0,0,12,,-122.57872666666667,45.51372166666667,31295.93276
20250806,4221,72,0,24345434,8065,34,16:59:02,16:59:02,17:04:28,17:04:28,4,0,0,12,,-122.57885166666667,45.516153333333335,32017.71756
20250806,4221,72,0,24345434,7928,35,16:59:55,16:59:55,17:04:51,17:04:51,4,0,0,12,,-122.57900166666667,45.51824166666667,32844.48924
20250806,4221,72,0,24345434,8047,36,17:00:24,17:00:24,17:05:03,17:05:15,0,1,0,13,,-122.57901166666667,45.51947333333333,33287.40264
20250806,4221,72,0,24345434,7930,37,17:00:59,17:00:59,17:05:32,17:05:50,0,0,2,11,,-122.579005,45.52090333333334,33835.30292
20250806,4221,72,0,24345434,7936,38,17:01:39,17:01:39,17:06:14,17:07:49,0,2,3,10,1,-122.579005,45.52265333333333,34452.10084
20250806,4221,72,0,24345434,7955,39,17:02:21,17:02:21,17:08:07,17:08:07,4,0,0,10,,-122.57900333333333,45.524388333333334,35114.83052
20250806,4221,72,0,24345434,,,,,17:08:26,17:10:42,3,0,0,10,,-122.579,45.52556166666667,
20250806,4221,72,0,24345434,7972,40,17:03:13,17:03:13,17:11:00,17:11:00,4,0,0,10,,-122.578995,45.526871666666665,35912.07464
20250806,4221,72,0,24345434,8014,41,17:03:51,17:03:51,17:11:18,17:11:31,0,1,0,11,,-122.57899333333333,45.52827833333333,36509.18752
20250806,4221,72,0,24345434,7987,42,17:04:27,17:04:27,17:11:45,17:11:45,4,0,0,11,,-122.57899,45.52995,37066.93032
20250806,4221,72,0,24345434,8010,43,17:05:08,17:05:08,17:11:59,17:11:59,4,0,0,11,,-122.57898166666666,45.53192166666667,37709.97496
20250806,4221,72,0,24345434,7999,44,17:06:00,17:08:00,17:12:18,17:12:37,0,1,1,11,,-122.57895833333333,45.53371833333333,38510.49992
20250806,4221,72,0,24345434,8042,45,17:08:46,17:08:46,17:12:55,17:12:55,4,0,0,11,,-122.57893166666666,45.536233333333335,39304.4632
20250806,4221,72,0,24345434,,,,,17:13:08,17:13:37,3,0,0,11,,-122.57891333333333,45.53711166666667,
20250806,4221,72,0,24345434,8055,46,17:09:10,17:09:10,17:13:47,17:13:47,4,0,0,11,,-122.57891,45.537308333333335,39724.41072
20250806,4221,72,0,24345434,8036,47,17:09:57,17:09:57,17:14:07,17:14:07,4,0,0,11,,-122.57890833333333,45.53933,40534.7782
20250806,4221,72,0,24345434,8001,48,17:11:12,17:11:12,17:14:34,17:14:34,4,0,0,11,,-122.57878666666667,45.54336833333333,41820.86748
20250806,4221,72,0,24345434,8046,49,17:11:57,17:11:57,17:15:09,17:15:23,0,1,0,12,,-122.578745,45.544988333333336,42598.42656
20250806,4221,72,0,24345434,7991,50,17:12:24,17:12:24,17:15:37,17:15:37,4,0,0,12,,-122.57873,45.546385,43061.025
20250806,4221,72,0,24345434,7967,51,17:12:58,17:12:58,17:16:00,17:17:08,0,0,2,10,,-122.57868833333333,45.54794833333333,43658.13788
20250806,4221,72,0,24345434,7933,52,17:13:32,17:13:32,17:17:23,17:17:23,4,0,0,10,,-122.57866666666666,45.549325,44238.84656
20250806,4221,72,0,24345434,8039,53,17:14:49,17:14:49,17:18:20,17:19:05,0,4,2,12,1,-122.5786,45.55304833333334,45564.30592
20250806,4221,72,0,24345434,8026,54,17:15:36,17:15:36,17:19:26,17:19:41,0,1,0,13,,-122.578545,45.555285,46377.95424
20250806,4221,72,0,24345434,8063,55,17:16:28,17:16:28,17:20:05,17:20:19,0,1,0,14,,-122.57850333333333,45.55781833333333,47290.02776
20250806,4221,72,0,24345434,7927,56,17:16:56,17:16:56,17:20:29,17:20:29,4,0,0,14,,-122.578505,45.559205,47769.0304
20250806,4221,72,0,24345434,,,,,17:20:58,17:21:29,3,0,0,14,,-122.5785,45.562215,
20250806,4221,72,0,24345434,3216,57,17:18:19,17:18:19,17:21:49,17:21:58,0,1,0,15,,-122.57894833333333,45.562796666666664,49192.91496
20250806,4221,72,0,24345434,3215,58,17:19:57,17:19:57,17:22:33,17:22:33,4,0,0,15,,-122.58593833333333,45.56272833333333,50892.39008
20250806,4221,72,0,24345434,3212,59,17:20:35,17:20:35,17:22:50,17:23:45,0,0,1,14,,-122.58824166666666,45.56275,51555.11976
20250806,4221,72,0,24345434,10601,60,17:22:00,17:22:00,17:24:36,17:24:36,4,0,0,14,,-122.59390166666667,45.562765,53015.09356
20250806,4221,72,0,24345434,3147,61,17:22:27,17:22:27,17:24:57,17:25:12,0,0,2,12,,-122.59698833333333,45.562815,53832.02272
20250806,4221,72,0,24345434,3210,62,17:22:58,17:22:58,17:25:38,17:25:51,0,0,1,11,,-122.60064666666666,45.56281333333333,54757.2196
