direction_id,route_id,geom
1,12,"LINESTRING (-122.692249 45.46881, -122.692087 45.468907, -122.69196 45.468921, -122.691878 45.468968, -122.691144 45.469389, -122.690525 45.469728, -122.689871 45.470081, -122.689582 45.470244, -122.689408 45.470339, -122.689236 45.470427, -122.689014 45.470528, -122.6888 45.470615, -122.688618 45.470678)"
1,12,"LINESTRING (-122.688618 45.470678, -122.688566 45.470697, -122.68832 45.470783, -122.687937 45.47088, -122.687743 45.470921, -122.68754 45.470954, -122.687299 45.470984, -122.687078 45.471007, -122.686864 45.471021, -122.686542 45.471027, -122.686091 45.471027, -122.685797 45.471021, -122.685609 45.471016, -122.685349 45.471015, -122.684974 45.471011)"
1,12,"LINESTRING (-122.684974 45.471011, -122.684611 45.471008, -122.68448 45.471008, -122.683535 45.471, -122.682899 45.470993, -122.682681 45.470994, -122.682518 45.471003, -122.682325 45.47102, -122.682144 45.471043, -122.681983 45.471066, -122.681838 45.471091, -122.681524 45.471165, -122.681355 45.471216, -122.68113 45.47129, -122.680951 45.471374, -122.680765 45.47146, -122.680653 45.471521)"
1,12,"LINESTRING (-122.680653 45.471521, -122.680457 45.471626, -122.680075 45.4719, -122.679941 45.472017, -122.679799 45.47215, -122.679683 45.472283, -122.679629 45.472348, -122.679522 45.472496, -122.679418 45.472667, -122.679351 45.472806, -122.679285 45.472979, -122.679311 45.473062, -122.679272 45.473232, -122.679241 45.473374, -122.679229 45.473546, -122.67923 45.473688, -122.679239 45.473806, -122.67926 45.473954, -122.679283 45.474135, -122.679354 45.474658, -122.679441 45.475204, -122.679476 45.47538, -122.67967 45.476739, -122.679684 45.476814, -122.679713 45.477017, -122.679732 45.477115, -122.679786 45.477471)"
1,12,"LINESTRING (-122.679786 45.477471, -122.680042 45.479148, -122.68019 45.480131, -122.680205 45.480235, -122.680224 45.480322, -122.680242 45.480448)"
1,12,"LINESTRING (-122.680242 45.480448, -122.680269 45.480631, -122.680326 45.481004, -122.680393 45.481433, -122.680532 45.482285, -122.680693 45.483312, -122.680738 45.483509, -122.680779 45.48364, -122.680825 45.483746, -122.680876 45.483856, -122.680935 45.483951, -122.681016 45.484074, -122.681187 45.484301, -122.681433 45.484592, -122.681621 45.484806, -122.681773 45.48499, -122.681864 45.485111, -122.681915 45.48519, -122.68196 45.48527, -122.681997 45.485344, -122.682057 45.485476, -122.682089 45.485587, -122.682581 45.487005, -122.682529 45.487087, -122.68257 45.487272, -122.682595 45.487385, -122.682618 45.487501)"
1,12,"LINESTRING (-122.682618 45.487501, -122.682711 45.487587, -122.682721 45.487664, -122.68273 45.487733, -122.682743 45.48786, -122.682767 45.488325, -122.682772 45.488459, -122.68277 45.48853, -122.682765 45.488594, -122.682755 45.488656, -122.682742 45.488718, -122.682728 45.488775, -122.68271 45.488831, -122.682684 45.488894, -122.682665 45.488938, -122.682638 45.488991, -122.682604 45.489054, -122.68256 45.489125, -122.682521 45.489185, -122.682466 45.489259, -122.682404 45.489333, -122.682355 45.489389, -122.6823 45.489447, -122.682194 45.489548, -122.682088 45.489639, -122.681983 45.489722, -122.681875 45.489796, -122.681786 45.489853, -122.681753 45.489873, -122.681607 45.489957, -122.68147 45.490026, -122.681312 45.490097, -122.681142 45.490162, -122.68095 45.490231, -122.680794 45.490279, -122.680691 45.490308, -122.680598 45.490331, -122.680423 45.490372, -122.680215 45.490417, -122.67943 45.49058, -122.679292 45.490611, -122.679164 45.490642, -122.679056 45.490673, -122.678954 45.490705, -122.678814 45.490757, -122.678593 45.490843, -122.678454 45.490843, -122.678293 45.490915, -122.678206 45.490962, -122.67813 45.491004, -122.678028 45.49107, -122.677919 45.491152, -122.677808 45.491239, -122.677769 45.491269)"
1,12,"LINESTRING (-122.677769 45.491269, -122.677646 45.491361, -122.677548 45.491447, -122.677453 45.491537, -122.677304 45.491698, -122.677171 45.491872, -122.677099 45.491981, -122.677028 45.492101, -122.676964 45.492233, -122.676902 45.492386, -122.676858 45.492525, -122.676832 45.492655, -122.676811 45.492796, -122.676799 45.492977, -122.676882 45.493117, -122.676904 45.49327, -122.676926 45.493379, -122.677033 45.493846, -122.677155 45.494352, -122.677185 45.494472, -122.677205 45.494539, -122.677231 45.494612, -122.67728 45.494733, -122.677347 45.494857, -122.677413 45.494964, -122.677509 45.495112, -122.677575 45.495212, -122.677669 45.495335, -122.677703 45.49538, -122.677825 45.495498, -122.677901 45.495589, -122.678028 45.495737, -122.678148 45.495876, -122.678154 45.495884, -122.678144 45.495945)"
1,12,"LINESTRING (-122.678144 45.495945, -122.678228 45.496065, -122.67831 45.496107, -122.678338 45.49615, -122.678441 45.496318, -122.678837 45.497039, -122.67894 45.497228, -122.678966 45.497272, -122.679073 45.497462, -122.679106 45.497521, -122.6792 45.497699)"
1,12,"LINESTRING (-122.6792 45.497699, -122.679211 45.497718, -122.679539 45.498301, -122.679578 45.498371, -122.679769 45.498717, -122.679827 45.498821, -122.679842 45.498847, -122.679914 45.498977, -122.679907 45.499023)"
1,12,"LINESTRING (-122.679907 45.499023, -122.679915 45.499038, -122.679968 45.499147, -122.679995 45.499191, -122.680039 45.499201, -122.680115 45.499345, -122.680185 45.499478, -122.680551 45.500131, -122.680721 45.50044, -122.680792 45.500574, -122.680874 45.50072)"
1,12,"LINESTRING (-122.680874 45.50072, -122.680954 45.500865, -122.681008 45.500972, -122.681357 45.501611, -122.681521 45.501905, -122.681604 45.502054)"
1,12,"LINESTRING (-122.681604 45.502054, -122.681688 45.502206, -122.681739 45.502284, -122.681867 45.502515, -122.681949 45.502661, -122.681971 45.502712, -122.681989 45.502754, -122.682033 45.502887, -122.682065 45.503009, -122.682089 45.503237, -122.682086 45.50353, -122.682081 45.503753, -122.682078 45.503858, -122.682074 45.504035, -122.682073 45.504158, -122.682071 45.504464, -122.682068 45.504568, -122.682066 45.504841, -122.682017 45.504931, -122.682011 45.505017, -122.682027 45.505122, -122.682037 45.505185, -122.682033 45.505328, -122.682029 45.505448, -122.682026 45.505524)"
1,12,"LINESTRING (-122.682026 45.505524, -122.682024 45.505589, -122.682019 45.505748, -122.682017 45.50583, -122.682004 45.505987, -122.681979 45.506715, -122.681974 45.506981, -122.681967 45.507309, -122.681967 45.507497, -122.681969 45.507776, -122.68197 45.507918, -122.681962 45.507993, -122.681949 45.508038, -122.681938 45.508075, -122.681926 45.508114, -122.681926 45.50817, -122.681922 45.508305, -122.681895 45.508533, -122.681881 45.508625, -122.681846 45.50873, -122.681806 45.508839, -122.681734 45.508985, -122.681714 45.509022, -122.68165 45.509141, -122.681615 45.509202, -122.681449 45.509507, -122.681447 45.509511)"
1,12,"LINESTRING (-122.681447 45.509511, -122.681296 45.5098, -122.681258 45.509868, -122.68118 45.51001, -122.681085 45.510186, -122.68104 45.510263, -122.680931 45.510447, -122.680883 45.510543, -122.680866 45.510573, -122.680828 45.510643, -122.680604 45.511058, -122.680166 45.511866, -122.680894 45.51206, -122.681147 45.512127, -122.68117 45.512133, -122.681229 45.512149, -122.681367 45.512185, -122.682092 45.512378, -122.682202 45.512407, -122.682229 45.512415, -122.68195 45.51293, -122.681932 45.512963, -122.681924 45.512977)"
1,12,"LINESTRING (-122.681924 45.512977, -122.68187 45.513078, -122.681852 45.513111, -122.681689 45.513413, -122.681507 45.513748, -122.681213 45.514291, -122.681146 45.514415, -122.680881 45.514903)"
1,12,"LINESTRING (-122.680881 45.514903, -122.68079 45.515072, -122.680426 45.515744, -122.680391 45.515808, -122.680124 45.516359, -122.680091 45.516423, -122.680049 45.516492, -122.679756 45.517036, -122.67973 45.517087, -122.679685 45.517171, -122.679401 45.517691, -122.679367 45.51775, -122.679321 45.517829, -122.679096 45.518233)"
1,12,"LINESTRING (-122.679096 45.518233, -122.679025 45.518361, -122.679004 45.518406, -122.678987 45.518432, -122.67897 45.518466, -122.67868 45.519024, -122.678655 45.51907, -122.678641 45.519096, -122.678611 45.519151, -122.678345 45.519656, -122.678297 45.519751, -122.678266 45.519811, -122.677963 45.520361, -122.677932 45.520421, -122.677904 45.520477, -122.677604 45.521016, -122.677569 45.521084, -122.677309 45.521562)"
1,12,"LINESTRING (-122.677309 45.521562, -122.677242 45.521685, -122.677205 45.521751, -122.677162 45.521828, -122.676848 45.522399, -122.676924 45.522427, -122.676988 45.522461, -122.677042 45.522483, -122.677095 45.522496, -122.677198 45.522514, -122.677282 45.522535, -122.677451 45.522575, -122.677427 45.522618, -122.677373 45.52281, -122.677381 45.522852, -122.677396 45.522913, -122.677431 45.522988, -122.676637 45.523)"
1,12,"LINESTRING (-122.676637 45.523, -122.676486 45.523003, -122.676463 45.523002, -122.67625 45.523007, -122.675733 45.523018, -122.675425 45.523025, -122.675386 45.523025, -122.675082 45.523032, -122.674398 45.523046, -122.67427 45.523052, -122.674071 45.523056, -122.673386 45.523072, -122.672533 45.523092)"
1,12,"LINESTRING (-122.672533 45.523092, -122.672377 45.523096, -122.672236 45.523091, -122.671695 45.523082, -122.671597 45.523135, -122.671121 45.523125, -122.670436 45.523112, -122.670109 45.523105, -122.668014 45.523063, -122.667564 45.523055, -122.66711 45.523046, -122.664882 45.523001, -122.663399 45.522972, -122.662697 45.522958, -122.662581 45.522918, -122.662274 45.522921, -122.661902 45.522929, -122.661828 45.522931, -122.661766 45.522934, -122.660874 45.522932)"
1,12,"LINESTRING (-122.660874 45.522932, -122.660717 45.522931, -122.660654 45.522932, -122.660498 45.522931, -122.660113 45.52293, -122.659927 45.52293, -122.659699 45.522929, -122.65921 45.522928, -122.658685 45.522926, -122.658329 45.522925, -122.658313 45.522925, -122.657843 45.522924)"
1,12,"LINESTRING (-122.657843 45.522924, -122.657671 45.522923, -122.657028 45.522922, -122.656655 45.522921, -122.656007 45.522919, -122.655643 45.522918, -122.655539 45.522918, -122.654628 45.522916, -122.654513 45.522907, -122.653825 45.522907)"
1,12,"LINESTRING (-122.653825 45.522907, -122.653618 45.522907, -122.653464 45.522904, -122.653181 45.522906, -122.652705 45.522904, -122.652599 45.522902, -122.652516 45.5229, -122.652168 45.522895, -122.651787 45.522891, -122.651668 45.522863, -122.651514 45.522863, -122.651347 45.522898, -122.651047 45.522897, -122.650572 45.522898, -122.649671 45.522893, -122.649553 45.522891, -122.649551 45.523517, -122.64955 45.523607, -122.649548 45.52422)"
1,12,"LINESTRING (-122.649548 45.52422, -122.649548 45.524317, -122.649568 45.524409, -122.649439 45.524459, -122.648536 45.524793, -122.647998 45.524991, -122.647841 45.525048)"
1,12,"LINESTRING (-122.647841 45.525048, -122.647613 45.525132, -122.647516 45.525168, -122.646495 45.525546, -122.646222 45.525644)"
1,12,"LINESTRING (-122.646222 45.525644, -122.646034 45.525711, -122.645565 45.525887, -122.645474 45.52592, -122.645366 45.525959, -122.64458 45.52625, -122.644397 45.526316, -122.643861 45.526543, -122.643517 45.526684, -122.643438 45.526715, -122.643348 45.52675, -122.642428 45.527103, -122.641879 45.527321, -122.641618 45.527438, -122.641503 45.527487, -122.641409 45.527522, -122.641322 45.527554, -122.641207 45.527599)"
1,12,"LINESTRING (-122.641207 45.527599, -122.641109 45.527637, -122.640739 45.527781, -122.640315 45.527935, -122.639329 45.528318, -122.638969 45.528456)"
1,12,"LINESTRING (-122.638969 45.528456, -122.638707 45.528557, -122.638491 45.528642, -122.638288 45.528722, -122.637731 45.528939, -122.637537 45.529014)"
1,12,"LINESTRING (-122.637537 45.529014, -122.637347 45.529088, -122.637165 45.529156, -122.637066 45.529194, -122.636818 45.529289, -122.636168 45.529538, -122.635979 45.529612, -122.635918 45.529638, -122.635814 45.529682, -122.635615 45.529759, -122.635337 45.529866, -122.635198 45.529919, -122.634766 45.530087, -122.634516 45.530184, -122.633398 45.530618, -122.632901 45.530796, -122.632823 45.530828, -122.632024 45.531153, -122.631522 45.531343, -122.631244 45.531454, -122.631086 45.531518, -122.630773 45.531643, -122.630664 45.531689, -122.630496 45.531761, -122.630208 45.531882, -122.630154 45.531905)"
1,12,"LINESTRING (-122.630154 45.531905, -122.630017 45.531963, -122.629237 45.532279, -122.628159 45.532715, -122.627885 45.532826)"
1,12,"LINESTRING (-122.627885 45.532826, -122.627304 45.533062, -122.626567 45.533358, -122.6262 45.533509, -122.625937 45.533617, -122.625801 45.533621, -122.625629 45.533692, -122.624873 45.534001, -122.624854 45.534052, -122.624537 45.534178, -122.624373 45.534245, -122.624216 45.534315, -122.624009 45.534405, -122.623913 45.534445, -122.623898 45.534451)"
1,12,"LINESTRING (-122.623898 45.534451, -122.623813 45.534486, -122.623296 45.534709, -122.622899 45.534866, -122.622791 45.53491, -122.622228 45.535149, -122.621968 45.535251, -122.620981 45.535656, -122.620882 45.535699, -122.620775 45.535745, -122.620434 45.535887, -122.620043 45.536056, -122.619932 45.536106, -122.619577 45.536271)"
1,12,"LINESTRING (-122.619577 45.536271, -122.619013 45.536533, -122.618918 45.536576, -122.61875 45.536651, -122.618396 45.536807, -122.618055 45.536956, -122.617907 45.53702, -122.617678 45.537125)"
1,12,"LINESTRING (-122.617678 45.537125, -122.617506 45.537204, -122.617343 45.537279, -122.617141 45.537374, -122.616945 45.537467, -122.616837 45.537519, -122.616415 45.537704, -122.616144 45.537821, -122.615977 45.537897, -122.615538 45.538094, -122.615087 45.538302, -122.61498 45.538355, -122.614875 45.538406, -122.614673 45.538496, -122.614668 45.538498)"
1,12,"LINESTRING (-122.614668 45.538498, -122.614395 45.538617, -122.614229 45.538678, -122.614109 45.538724, -122.613985 45.538767, -122.613821 45.538823, -122.613334 45.538987, -122.612939 45.539118, -122.611958 45.539448, -122.61154 45.539588)"
1,12,"LINESTRING (-122.61154 45.539588, -122.611339 45.539656, -122.610939 45.53979, -122.610283 45.540012, -122.60999 45.54011, -122.609868 45.540151, -122.609686 45.540215, -122.609477 45.540284, -122.609391 45.540313)"
1,12,"LINESTRING (-122.609391 45.540313, -122.609252 45.540361, -122.609087 45.540421, -122.608846 45.540516, -122.608188 45.540789, -122.607827 45.540943, -122.60759 45.541042, -122.607535 45.541064)"
1,12,"LINESTRING (-122.607535 45.541064, -122.606661 45.541413, -122.606056 45.54165, -122.606 45.541672, -122.60566 45.541801, -122.605258 45.541961, -122.604846 45.542122)"
1,12,"LINESTRING (-122.604846 45.542122, -122.604782 45.542147, -122.604591 45.542225, -122.604466 45.542219, -122.604417 45.542236, -122.604184 45.542325, -122.603934 45.542424, -122.603867 45.542505, -122.60355 45.542626, -122.602523 45.543029, -122.601515 45.543421, -122.601262 45.543519)"
1,12,"LINESTRING (-122.601262 45.543519, -122.601007 45.543619, -122.600671 45.543749, -122.600469 45.543827, -122.599716 45.544125, -122.59949 45.544213, -122.599417 45.544242, -122.599177 45.544335, -122.599022 45.544394)"
1,12,"LINESTRING (-122.599022 45.544394, -122.598846 45.544462, -122.5984 45.544634, -122.597383 45.545032, -122.596746 45.54528, -122.596683 45.545305)"
1,12,"LINESTRING (-122.596683 45.545305, -122.596357 45.545433, -122.595342 45.545827, -122.594488 45.546161)"
1,12,"LINESTRING (-122.594488 45.546161, -122.5944 45.546195, -122.594324 45.546225, -122.593307 45.546622, -122.592229 45.547044, -122.592146 45.547042, -122.591968 45.547109, -122.591933 45.547161, -122.591544 45.547315, -122.591264 45.547421, -122.591134 45.54747, -122.590952 45.547542)"
1,12,"LINESTRING (-122.590952 45.547542, -122.590351 45.547778, -122.590148 45.547858, -122.589599 45.548075)"
1,12,"LINESTRING (-122.589599 45.548075, -122.589404 45.548152, -122.589246 45.548215, -122.588902 45.548345, -122.588742 45.548408, -122.588209 45.548611, -122.587876 45.548739, -122.587174 45.549017, -122.587101 45.549006, -122.586855 45.549096, -122.586537 45.549226)"
1,12,"LINESTRING (-122.586537 45.549226, -122.586466 45.549255, -122.586445 45.549302, -122.585835 45.54954, -122.585309 45.549743, -122.584802 45.549939, -122.583966 45.550274)"
1,12,"LINESTRING (-122.583966 45.550274, -122.58388 45.550308, -122.58379 45.550345, -122.583695 45.550384, -122.582765 45.550761, -122.582125 45.551022, -122.581736 45.551181, -122.581311 45.551354)"
1,12,"LINESTRING (-122.581311 45.551354, -122.580719 45.551596, -122.580373 45.551737, -122.579696 45.552014, -122.579149 45.552239, -122.57901 45.552295, -122.578808 45.552376, -122.578672 45.552433, -122.578517 45.552497, -122.578181 45.552632)"
1,12,"LINESTRING (-122.578181 45.552632, -122.577966 45.552719, -122.577727 45.552818, -122.577666 45.552843, -122.577047 45.553094, -122.576649 45.553259, -122.57604 45.553505)"
1,12,"LINESTRING (-122.57604 45.553505, -122.575922 45.553553, -122.575632 45.553672, -122.575495 45.553728, -122.57464 45.554072, -122.574575 45.554099, -122.573677 45.554465, -122.573234 45.554645)"
1,12,"LINESTRING (-122.573234 45.554645, -122.572946 45.554762, -122.572327 45.555014, -122.572137 45.555091, -122.570769 45.555647, -122.570668 45.555689, -122.570115 45.555917, -122.569766 45.556058)"
1,12,"LINESTRING (-122.569766 45.556058, -122.56939 45.556211, -122.568835 45.556436, -122.568269 45.556663, -122.567883 45.556821, -122.567621 45.556924, -122.567528 45.55696, -122.567108 45.557131, -122.565933 45.557598, -122.565434 45.557792, -122.565169 45.557894, -122.56523 45.557994, -122.565242 45.558039, -122.565245 45.55807, -122.565241 45.558158, -122.565225 45.558233, -122.565188 45.558312, -122.565084 45.55842, -122.565065 45.558436)"
0,14,"LINESTRING (-122.678543 45.515244, -122.678366 45.515197, -122.677374 45.514933, -122.676356 45.514662, -122.675806 45.514516)"
0,14,"LINESTRING (-122.675806 45.514516, -122.675421 45.514413, -122.675322 45.51439, -122.675187 45.51435, -122.675004 45.514294, -122.674551 45.514157, -122.674265 45.51407, -122.674144 45.514066, -122.673908 45.514001, -122.673684 45.513941, -122.673575 45.513855, -122.673138 45.513742, -122.668397 45.51251, -122.668122 45.51244, -122.667974 45.512427, -122.667827 45.512396, -122.667712 45.512376, -122.667559 45.512351, -122.667409 45.512328, -122.667241 45.512304, -122.66704 45.512284, -122.666843 45.512273, -122.666635 45.512264, -122.66635 45.512262, -122.665219 45.512262, -122.665113 45.512261)"
0,14,"LINESTRING (-122.665113 45.512261, -122.664619 45.51226, -122.664238 45.512271, -122.663857 45.512268, -122.663015 45.512265, -122.662271 45.512261, -122.66171 45.512257, -122.661462 45.512245, -122.660911 45.512242, -122.660782 45.512243, -122.660725 45.512243, -122.659892 45.512241)"
0,14,"LINESTRING (-122.659892 45.512241, -122.65977 45.51224, -122.65933 45.512239, -122.658717 45.512237, -122.65774 45.512234, -122.656736 45.51223, -122.655721 45.512227, -122.654699 45.512224, -122.654578 45.512221, -122.654413 45.512218, -122.654055 45.512212, -122.653991 45.512201)"
0,14,"LINESTRING (-122.653991 45.512201, -122.653943 45.512192, -122.65369 45.512191, -122.653305 45.512189, -122.653214 45.512215, -122.65267 45.512212, -122.651856 45.512205, -122.65166 45.512206, -122.65157 45.512206)"
0,14,"LINESTRING (-122.65157 45.512206, -122.650642 45.512203, -122.649634 45.512199, -122.649395 45.512198, -122.649124 45.512197)"
0,14,"LINESTRING (-122.649124 45.512197, -122.648616 45.512196, -122.647597 45.512193, -122.647129 45.512192)"
0,14,"LINESTRING (-122.647129 45.512192, -122.646866 45.512191, -122.646567 45.51219, -122.646119 45.512188, -122.645962 45.512188, -122.645668 45.512187, -122.645565 45.512184, -122.645509 45.512177, -122.645442 45.512164, -122.645304 45.512133, -122.645214 45.51211, -122.645123 45.512095, -122.64504 45.512088, -122.644944 45.512087, -122.644675 45.512088)"
0,14,"LINESTRING (-122.644675 45.512088, -122.643544 45.512088, -122.643171 45.512086, -122.642786 45.512085, -122.642537 45.512084, -122.642333 45.512083)"
0,14,"LINESTRING (-122.642333 45.512083, -122.642199 45.512083, -122.641529 45.51208, -122.641261 45.512079, -122.640791 45.512078, -122.640389 45.512077, -122.640262 45.512078, -122.639964 45.512078, -122.639806 45.512077, -122.639603 45.512077, -122.639158 45.512076, -122.638654 45.512076, -122.638237 45.512077, -122.638153 45.512076, -122.638057 45.512075, -122.637134 45.512072, -122.637048 45.512072)"
0,14,"LINESTRING (-122.637048 45.512072, -122.636769 45.512072, -122.636117 45.512071, -122.635248 45.512069, -122.634915 45.512069)"
0,14,"LINESTRING (-122.634915 45.512069, -122.634884 45.512069, -122.634776 45.512068, -122.634677 45.512067, -122.63376 45.512067, -122.633364 45.512065, -122.632702 45.512063, -122.631708 45.512062, -122.631593 45.512062, -122.630895 45.512061, -122.630587 45.51206, -122.630093 45.51206, -122.629907 45.512059, -122.629338 45.512059)"
0,14,"LINESTRING (-122.629338 45.512059, -122.62875 45.512058, -122.628656 45.512057, -122.628223 45.512056, -122.627633 45.512054, -122.627211 45.512053, -122.626663 45.512053, -122.625884 45.512052, -122.625756 45.512052, -122.625458 45.512051)"
0,14,"LINESTRING (-122.625458 45.512051, -122.624485 45.512048, -122.624448 45.512048, -122.623952 45.512046, -122.623445 45.512045, -122.622714 45.512045, -122.622457 45.512044)"
0,14,"LINESTRING (-122.622457 45.512044, -122.622387 45.512044, -122.622293 45.512043, -122.621551 45.512041, -122.621222 45.51204, -122.620199 45.51204, -122.619919 45.512039, -122.619193 45.512039, -122.618362 45.512037, -122.618177 45.512037, -122.617998 45.512036, -122.617291 45.512034)"
0,14,"LINESTRING (-122.617291 45.512034, -122.617108 45.512033, -122.616661 45.512031, -122.616164 45.51203, -122.615793 45.512029, -122.615139 45.512027, -122.614314 45.512028, -122.614126 45.512028, -122.613833 45.512027)"
0,14,"LINESTRING (-122.613833 45.512027, -122.61364 45.512026, -122.613484 45.512026, -122.613363 45.511987, -122.613162 45.511987, -122.613103 45.512025, -122.612662 45.512024, -122.612433 45.512024, -122.612365 45.512022, -122.612299 45.51202, -122.611937 45.512019, -122.611855 45.512009, -122.611764 45.511987, -122.6117 45.511955, -122.611645 45.511924, -122.611598 45.511872, -122.611579 45.511828, -122.611567 45.511774, -122.611551 45.511564)"
0,14,"LINESTRING (-122.611551 45.511564, -122.611533 45.51133, -122.61149 45.51069, -122.611441 45.510043, -122.611393 45.509394, -122.611345 45.508762, -122.611298 45.508115)"
0,14,"LINESTRING (-122.611298 45.508115, -122.611297 45.508094, -122.611289 45.508025, -122.611281 45.50796, -122.611266 45.507379, -122.611248 45.506696, -122.611227 45.506007, -122.611224 45.505604, -122.611211 45.505522, -122.611201 45.505481)"
0,14,"LINESTRING (-122.611201 45.505481, -122.611194 45.505454, -122.611161 45.505381, -122.611118 45.505307, -122.611082 45.505249, -122.611042 45.505187, -122.611019 45.505131, -122.611004 45.505073, -122.610999 45.505012, -122.611 45.504989, -122.61101 45.504764, -122.611007 45.504361, -122.611009 45.503604)"
0,14,"LINESTRING (-122.611009 45.503604, -122.611009 45.503432, -122.61102 45.501745, -122.611029 45.501648, -122.611044 45.501584, -122.611061 45.501529, -122.611266 45.500973, -122.611298 45.500892, -122.611325 45.500811, -122.611345 45.500747, -122.611351 45.5007, -122.611352 45.500686)"
0,14,"LINESTRING (-122.611352 45.500686, -122.611356 45.50064, -122.611356 45.500291, -122.611355 45.499607, -122.611356 45.499435)"
0,14,"LINESTRING (-122.611356 45.499435, -122.61136 45.498918, -122.611358 45.498233, -122.611358 45.498163, -122.611359 45.497913, -122.611359 45.497629, -122.611358 45.497511, -122.611346 45.497384, -122.61133 45.497345, -122.611311 45.497307)"
